date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
21-08-2025,44,Guy For That (Feat. Luke Combs),Post Malone,73,164011,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
21-08-2025,45,I Don't Wanna Wait,David Guetta & OneRepublic,90,149667,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732f479a6c1825c1f29e0a3d49
21-08-2025,46,BAND4BAND (feat. Lil Baby),Central Cee & Lil Baby,89,140733,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737b588bf0555bde606f8b27c7
21-08-2025,47,WILDFLOWER,Billie Eilish,90,261466,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
21-08-2025,48,Belong Together,Mark Ambor,62,148317,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273da33127f62acdb0aca585e92
21-08-2025,49,End of Beginning,Djo,92,159245,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273fddfffec51b4580acae727c1
21-08-2025,50,Iris,The Goo Goo Dolls,88,289533,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca
22-08-2025,1,BIRDS OF A FEATHER,Billie Eilish,100,210373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
22-08-2025,2,BACKBONE,Chase & Status & Stormzy,78,166448,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731c7e93001b846b12ae2c7e3b
22-08-2025,3,"Good Luck, Babe!",Chappell Roan,96,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
22-08-2025,4,Espresso,Sabrina Carpenter,98,175459,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
22-08-2025,5,Please Please Please,Sabrina Carpenter,97,186365,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e
22-08-2025,6,Guess featuring Billie Eilish,Charli xcx & Billie Eilish,92,143330,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738b8d8be49f9c4a44b0574144
22-08-2025,7,A Bar Song (Tipsy),Shaboozey,88,171291,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
22-08-2025,8,Too Sweet,Hozier,88,251424,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
22-08-2025,9,I Had Some Help (Feat. Morgan Wallen),Post Malone,77,178205,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
22-08-2025,10,Stargazing,Myles Smith,93,172533,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27381b12e1a0584e8ea7ba2ae4a
22-08-2025,11,Stick Season,Noah Kahan,90,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
22-08-2025,12,Beautiful Things,Benson Boone,91,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
22-08-2025,13,Kisses (feat. bbyclose),BL3SS & CamrinWatsin & bbyclose,82,138246,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2733ba70f49a78d818fc0758667
22-08-2025,14,Die With A Smile,Lady Gaga & Bruno Mars,86,251667,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
22-08-2025,15,Austin (Boots Stop Workin'),Dasha,91,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
22-08-2025,16,Lose Control,Teddy Swims,91,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
22-08-2025,17,Apple,Charli xcx,89,151739,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
22-08-2025,18,HOT TO GO!,Chappell Roan,91,184841,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
22-08-2025,19,Cruel Summer,Taylor Swift,92,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
22-08-2025,20,Big Dawgs,Hanumankind & Kalmi,91,190666,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea
22-08-2025,21,Move,Adam Port & Stryv & Keinemusik,91,177598,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27317a013a00d0a33f3dd49974d
22-08-2025,22,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,90,200400,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909
22-08-2025,23,KEHLANI,Jordan Adetunji,89,122360,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b273f2cd132495d61b0da6a900d2
22-08-2025,24,Slow It Down,Benson Boone,89,161831,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
22-08-2025,25,Scared To Start,Michael Marcagi,88,159636,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27351ef67c49732e45cd2b26fbe
22-08-2025,26,Fortnight (feat. Post Malone),Taylor Swift,90,228965,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
22-08-2025,27,Who,Jimin,95,170887,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
22-08-2025,28,360,Charli xcx,89,133805,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
22-08-2025,29,Not Like Us,Kendrick Lamar,95,274192,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
22-08-2025,30,Houdini,Eminem,84,227032,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2731633c43b5695735f7de36487
22-08-2025,31,I Can Do It With a Broken Heart,Taylor Swift,87,218004,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
22-08-2025,32,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
22-08-2025,33,Unwritten,Natasha Bedingfield,88,259333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
22-08-2025,34,Pink Pony Club,Chappell Roan,88,258034,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
22-08-2025,35,Evergreen,Richy Mitch & The Coal Miners,89,87000,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2731cc17bae5ee17cce117e198a
22-08-2025,36,NIGHTS LIKE THIS,The Kid LAROI,89,86983,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
22-08-2025,37,MILLION DOLLAR BABY,Tommy Richman,94,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
22-08-2025,38,Red Wine Supernova,Chappell Roan,88,192720,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
22-08-2025,39,"I Love You, I'm Sorry",Gracie Abrams,86,157146,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
22-08-2025,40,Sailor Song,Gigi Perez,83,211978,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2730f588c6bdb28000656d084bf
22-08-2025,41,I Don't Wanna Wait,David Guetta & OneRepublic,90,149667,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732f479a6c1825c1f29e0a3d49
22-08-2025,42,LUNCH,Billie Eilish,92,179586,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
22-08-2025,43,august,Taylor Swift,87,261922,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
22-08-2025,44,Guy For That (Feat. Luke Combs),Post Malone,74,164011,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
22-08-2025,45,Belong Together,Mark Ambor,65,148317,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273da33127f62acdb0aca585e92
22-08-2025,46,The Night We Met,Lord Huron,90,208211,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27317875a0610c23d8946454583
22-08-2025,47,WILDFLOWER,Billie Eilish,90,261466,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
22-08-2025,48,Don't Stop Believin' (2022 Remaster),Journey,86,249600,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27363fa4751355b66f236943275
22-08-2025,49,BAND4BAND (feat. Lil Baby),Central Cee & Lil Baby,89,140733,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737b588bf0555bde606f8b27c7
22-08-2025,50,Iris,The Goo Goo Dolls,88,289533,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca
23-08-2025,1,BIRDS OF A FEATHER,Billie Eilish,100,210373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
23-08-2025,2,"Good Luck, Babe!",Chappell Roan,96,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
23-08-2025,3,BACKBONE,Chase & Status & Stormzy,79,166448,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731c7e93001b846b12ae2c7e3b
23-08-2025,4,Espresso,Sabrina Carpenter,98,175459,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
23-08-2025,5,Please Please Please,Sabrina Carpenter,97,186365,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e
23-08-2025,6,Guess featuring Billie Eilish,Charli xcx & Billie Eilish,92,143330,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738b8d8be49f9c4a44b0574144
23-08-2025,7,A Bar Song (Tipsy),Shaboozey,88,171291,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
23-08-2025,8,Too Sweet,Hozier,83,251424,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8b4358d044b75807e30bf0
23-08-2025,9,I Had Some Help (Feat. Morgan Wallen),Post Malone,78,178205,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
23-08-2025,10,Stargazing,Myles Smith,93,172533,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27381b12e1a0584e8ea7ba2ae4a
23-08-2025,11,Stick Season,Noah Kahan,90,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
23-08-2025,12,Beautiful Things,Benson Boone,91,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
23-08-2025,13,Die With A Smile,Lady Gaga & Bruno Mars,88,251667,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
23-08-2025,14,Austin (Boots Stop Workin'),Dasha,91,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
23-08-2025,15,Kisses (feat. bbyclose),BL3SS & CamrinWatsin & bbyclose,82,138246,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2733ba70f49a78d818fc0758667
23-08-2025,16,HOT TO GO!,Chappell Roan,91,184841,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
23-08-2025,17,Lose Control,Teddy Swims,91,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
23-08-2025,18,Apple,Charli xcx,89,151739,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
23-08-2025,19,Cruel Summer,Taylor Swift,92,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
23-08-2025,20,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,90,200400,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909
23-08-2025,21,Big Dawgs,Hanumankind & Kalmi,91,190666,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea
23-08-2025,22,Move,Adam Port & Stryv & Keinemusik,91,177598,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27317a013a00d0a33f3dd49974d
23-08-2025,23,Slow It Down,Benson Boone,89,161831,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
23-08-2025,24,Who,Jimin,95,170887,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
23-08-2025,25,KEHLANI,Jordan Adetunji,89,122360,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b273f2cd132495d61b0da6a900d2
23-08-2025,26,Scared To Start,Michael Marcagi,88,159636,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27351ef67c49732e45cd2b26fbe
23-08-2025,27,I Can Do It With a Broken Heart,Taylor Swift,87,218004,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
23-08-2025,28,Fortnight (feat. Post Malone),Taylor Swift,90,228965,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
23-08-2025,29,360,Charli xcx,89,133805,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
23-08-2025,30,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
23-08-2025,31,Not Like Us,Kendrick Lamar,95,274192,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
23-08-2025,32,Unwritten,Natasha Bedingfield,88,259333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
23-08-2025,33,Houdini,Eminem,84,227032,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2731633c43b5695735f7de36487
23-08-2025,34,Pink Pony Club,Chappell Roan,88,258034,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
23-08-2025,35,"I Love You, I'm Sorry",Gracie Abrams,86,157146,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
23-08-2025,36,NIGHTS LIKE THIS,The Kid LAROI,89,86983,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
23-08-2025,37,MILLION DOLLAR BABY,Tommy Richman,94,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
23-08-2025,38,Red Wine Supernova,Chappell Roan,88,192720,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
23-08-2025,39,Sailor Song,Gigi Perez,83,211978,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2730f588c6bdb28000656d084bf
23-08-2025,40,LUNCH,Billie Eilish,92,179586,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
23-08-2025,41,I Don't Wanna Wait,David Guetta & OneRepublic,90,149667,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2732f479a6c1825c1f29e0a3d49
23-08-2025,42,WILDFLOWER,Billie Eilish,90,261466,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
23-08-2025,43,august,Taylor Swift,87,261922,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
23-08-2025,44,The Night We Met,Lord Huron,78,208211,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
23-08-2025,45,Belong Together,Mark Ambor,67,148317,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273da33127f62acdb0aca585e92
23-08-2025,46,Evergreen,Richy Mitch & The Coal Miners,89,87000,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2731cc17bae5ee17cce117e198a
23-08-2025,47,Don't Stop Believin' (2022 Remaster),Journey,87,249600,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27363fa4751355b66f236943275
23-08-2025,48,Guy For That (Feat. Luke Combs),Post Malone,76,164011,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
23-08-2025,49,Iris,The Goo Goo Dolls,88,289533,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca
23-08-2025,50,BAND4BAND (feat. Lil Baby),Central Cee & Lil Baby,89,140733,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737b588bf0555bde606f8b27c7
24-08-2025,1,Please Please Please,Sabrina Carpenter,97,186365,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e
24-08-2025,2,Espresso,Sabrina Carpenter,98,175459,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
24-08-2025,3,Taste,Sabrina Carpenter,53,157279,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
24-08-2025,4,"Good Luck, Babe!",Chappell Roan,96,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
24-08-2025,5,BIRDS OF A FEATHER,Billie Eilish,100,210373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
24-08-2025,6,BACKBONE,Chase & Status & Stormzy,79,166448,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731c7e93001b846b12ae2c7e3b
24-08-2025,7,Die With A Smile,Lady Gaga & Bruno Mars,89,251667,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
24-08-2025,8,Good Graces,Sabrina Carpenter,52,185265,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
24-08-2025,9,Guess featuring Billie Eilish,Charli xcx & Billie Eilish,92,143330,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738b8d8be49f9c4a44b0574144
24-08-2025,10,A Bar Song (Tipsy),Shaboozey,88,171291,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
24-08-2025,11,Too Sweet,Hozier,88,251424,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
24-08-2025,12,Sharpest Tool,Sabrina Carpenter,51,218284,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
24-08-2025,13,Bed Chem,Sabrina Carpenter,50,171869,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
24-08-2025,14,Kisses (feat. bbyclose),BL3SS & CamrinWatsin & bbyclose,82,138246,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2733ba70f49a78d818fc0758667
24-08-2025,15,Stargazing,Myles Smith,93,172533,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27381b12e1a0584e8ea7ba2ae4a
24-08-2025,16,Beautiful Things,Benson Boone,91,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
24-08-2025,17,Stick Season,Noah Kahan,90,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
24-08-2025,18,Coincidence,Sabrina Carpenter,50,164202,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
24-08-2025,19,Slim Pickins,Sabrina Carpenter,49,152195,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
24-08-2025,20,Juno,Sabrina Carpenter,49,223192,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
24-08-2025,21,Austin (Boots Stop Workin'),Dasha,91,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
24-08-2025,22,I Had Some Help (Feat. Morgan Wallen),Post Malone,79,178205,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
24-08-2025,23,Lose Control,Teddy Swims,91,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
24-08-2025,24,HOT TO GO!,Chappell Roan,91,184841,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
24-08-2025,25,Apple,Charli xcx,89,151739,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
24-08-2025,26,Dumb & Poetic,Sabrina Carpenter,49,133478,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
24-08-2025,27,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,90,200400,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909
24-08-2025,28,Lie To Girls,Sabrina Carpenter,48,202001,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
24-08-2025,29,Who,Jimin,95,170887,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
24-08-2025,30,Don’t Smile,Sabrina Carpenter,48,206295,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
24-08-2025,31,Move,Adam Port & Stryv & Keinemusik,91,177598,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27317a013a00d0a33f3dd49974d
24-08-2025,32,Slow It Down,Benson Boone,89,161831,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
24-08-2025,33,KEHLANI,Jordan Adetunji,89,122360,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b273f2cd132495d61b0da6a900d2
24-08-2025,34,Big Dawgs,Hanumankind & Kalmi,92,190666,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea
24-08-2025,35,Scared To Start,Michael Marcagi,88,159636,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27351ef67c49732e45cd2b26fbe
24-08-2025,36,Cruel Summer,Taylor Swift,92,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
24-08-2025,37,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
24-08-2025,38,Pink Pony Club,Chappell Roan,88,258034,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
24-08-2025,39,Unwritten,Natasha Bedingfield,88,259333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
24-08-2025,40,360,Charli xcx,89,133805,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
24-08-2025,41,I Can Do It With a Broken Heart,Taylor Swift,87,218004,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
24-08-2025,42,Not Like Us,Kendrick Lamar,95,274192,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
24-08-2025,43,Houdini,Eminem,84,227032,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2731633c43b5695735f7de36487
24-08-2025,44,Fortnight (feat. Post Malone),Taylor Swift,90,228965,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
24-08-2025,45,Red Wine Supernova,Chappell Roan,88,192720,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
24-08-2025,46,MILLION DOLLAR BABY,Tommy Richman,94,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
24-08-2025,47,NIGHTS LIKE THIS,The Kid LAROI,89,86983,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
24-08-2025,48,"I Love You, I'm Sorry",Gracie Abrams,87,157146,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
24-08-2025,49,In The Modern World,Fontaines D.C.,34,266884,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b273613f62075c85e0b853318026
24-08-2025,50,LUNCH,Billie Eilish,92,179586,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
25-08-2025,1,Please Please Please,Sabrina Carpenter,97,186365,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e
25-08-2025,2,Taste,Sabrina Carpenter,76,157279,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
25-08-2025,3,Espresso,Sabrina Carpenter,98,175459,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
25-08-2025,4,"Good Luck, Babe!",Chappell Roan,96,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
25-08-2025,5,BIRDS OF A FEATHER,Billie Eilish,100,210373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
25-08-2025,6,BACKBONE,Chase & Status & Stormzy,79,166448,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731c7e93001b846b12ae2c7e3b
25-08-2025,7,Die With A Smile,Lady Gaga & Bruno Mars,90,251667,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
25-08-2025,8,A Bar Song (Tipsy),Shaboozey,88,171291,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
25-08-2025,9,Guess featuring Billie Eilish,Charli xcx & Billie Eilish,92,143330,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738b8d8be49f9c4a44b0574144
25-08-2025,10,Too Sweet,Hozier,88,251424,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
25-08-2025,11,Kisses (feat. bbyclose),BL3SS & CamrinWatsin & bbyclose,82,138246,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2733ba70f49a78d818fc0758667
25-08-2025,12,Good Graces,Sabrina Carpenter,74,185265,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
25-08-2025,13,Stargazing,Myles Smith,93,172533,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27381b12e1a0584e8ea7ba2ae4a
25-08-2025,14,Beautiful Things,Benson Boone,91,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
25-08-2025,15,Stick Season,Noah Kahan,90,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
25-08-2025,16,Bed Chem,Sabrina Carpenter,73,171869,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
25-08-2025,17,Austin (Boots Stop Workin'),Dasha,91,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
25-08-2025,18,Lose Control,Teddy Swims,91,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
